,Title,Document Type,Authors,Source title,Volume,Year,Page start,Page end,DOI,Link,ISSN,Source,Keywords,Abstract
254,The effect of nano-silica and silica fume on the sodium carbonate-activated slag system containing air pollution control residues,Article,Ling X.; Schollbach K.; Chen Y.; Brouwers H.J.H.,Waste Management,176.0,2024,52,63,10.1016/j.wasman.2024.01.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183111188&doi=10.1016%2fj.wasman.2024.01.028&partnerID=40&md5=704340cb3134f2d7110552c48b27f1a5,0956053X,Scopus,Blast furnace slag; Carbonation; Incineration filter dust; Olivine nano-silica; Silica fume,"The utilization of municipal solid waste incineration residues in alkali-activated granulated ground blast furnace slag (GGBFS) has garnered substantial interest for its potential in sustainable solid waste management and achieving a low-carbon footprint. However, incorporating these residues often leads to the deterioration of mechanical properties. This study revealed the role of silica fume (SF) and nano-silica (NS) derived from olivine within a sodium carbonate-activated GGBFS system incorporating air pollution control (APC) residues. The dosage of silica additives and APC residues ranges from 0 − 6 wt% and 0–15 wt%, respectively. The mechanical properties, reaction kinetics, phase composition, microstructure and carbonation resistance of the blended binder were investigated. Results indicated that SF slightly improved the early compressive strength with the formation of C-(A)-S-H gel (Ca/Si = 1.47, Al/Si = 0.23), hemicarboaluminate and hydrotalcite; reactive NS retarded the activation of GGBFS and inhibited the formation of hemicarboaluminate and hydrotalcite, while promoting the formation of C-A-S-H gel (Ca/Si = 1.01, Al/Si = 0.23), resulting in an impressive 80.3 % enhancement in compressive strength. Notably, NS-modified samples exhibited decreased carbonation resistance due to increased porosity and C-(A)-S-H gels that are vulnerable to carbonation. Conversely, 2 % SF addition decreased the diffusion rate of CO2, and APC residues improved the carbonation resistance by facilitating the formation of C-(A)-S-H gel with a higher Ca/Si ratio. This study provided an alternative management practice for APC residues with favorable early strength development and offered new insights into using silica additives to enhance waste-combined alkali-activated materials. © 2024 Elsevier Ltd"
255,Enhancing Nanocrystal Synthesis: A Comparative Study of Online Artificial Intelligence Optimization and Offline High-Throughput Experimentation in Chemical Material Discovery,Article,Wang Z.; Zhu X.,ACS Applied Nano Materials,7.0,2024,6499,6505,10.1021/acsanm.4c00255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187718680&doi=10.1021%2facsanm.4c00255&partnerID=40&md5=559cd509a3d5a8b2c1b21d95530ecda5,25740970,Scopus,academic carbon footprint; artificial intelligence in research; environmental impact of science; high-throughput experiments; sustainable research practices,"The integration of artificial intelligence (AI) with high-throughput experimentation (HTE) has revolutionized chemical material discovery, accelerating the optimization process with an unprecedented efficiency and precision. This study conducts a detailed comparison of online AI and offline HTE approaches for chemical experimentation. Focusing on nanocrystal synthesis as an example application, online AI optimization is found to achieve superior performance and sustainability compared to conventional HTE methods that sweep larger experimental spaces. Specifically, for synthesizing NaYF4:Yb/Tm nanocrystals, offline HTE reaches better quality metrics, a good efficiency, and high carbon emissions, while online AI reaches similar quality and consumes far fewer raw materials with a better efficiency and low carbon emission. These findings spotlight AI’s potential to enhance the precision of chemical experiments while reducing environmental impacts through sustainable management of resources. © 2024 American Chemical Society"
256,Surgical instrument wrap: a pilot recycling initiative,Article,Rooney D.J.; Linehan L.; Burke C.,Irish Journal of Medical Science,193.0,2024,921,925,10.1007/s11845-023-03491-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171644421&doi=10.1007%2fs11845-023-03491-7&partnerID=40&md5=7b7250c57ea4d7366643c77d91246d18,00211265,Scopus,Instrument; Operating; Recycling; Surgical; Theatre; Wrap,"Background: Seven per cent of general waste and 20% of healthcare risk waste produced in acute hospitals in Ireland comes from operating theatres. Surgical wrap comprises 11% of operating theatre waste. Aims: The primary aim of this study was to pilot the implementation of a recycling initiative for surgical instrument set wrap in an operating theatre in Ireland. Secondary aims included quantification of the surgical wrap diverted from general waste to recycling streams over a 5-week period and estimation of the annual carbon emissions associated with gynaecology surgical wrap use in Cork. Methods: The amount of polypropylene surgical wrap generated by a single gynaecology theatre at Cork University Maternity Hospital was prospectively quantified from 24/1/22 to 1/3/22. At the end of the study period, individual sheets of polypropylene wrap were counted and dimensions were measured to calculate the total surface area of surgical wrap saved for recycling. Results: A total of 66 surgeries were performed over the 5-week study period. Two hundred twenty-one individual sheets of surgical wrap were collected, equating to 282.1 m2 of polypropylene wrap. An estimated 11,564 m2 of surgical wrap could be recycled annually from the gynaecology theatre service in Cork with an associated annual carbon emissions equivalent of at least 2.2 tonnes of CO2. Conclusion: Diversion of surgical wrap from general waste and clinical waste streams to the recycling stream is achievable in every operating theatre. Small changes to operating theatre waste disposal practices have the potential to yield significant reductions to theatre waste outputs and to hospital carbon emissions. © The Author(s) 2023."
257,Cleaner technologies to minimise the environmental footprint of the footwear bonding process,Article,Carbonell-Blasco M.P.; Ruzafa-Silvestre C.; Mateu-Romero B.; Orgilés-Calpena E.; Arán-Ais F.,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",238.0,2024,2568,2582,10.1177/09544062221140053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144247702&doi=10.1177%2f09544062221140053&partnerID=40&md5=5076788cd605bbe7783ab76d8ae7f584,09544062,Scopus,atmospheric plasma; biobased reactive hot melt adhesives; circular economy; Surface treatment; sustainability; vacuum plasma,"Advances in cleaner technologies have a critical role in reaching Europe’s climate and environmental goals. More precisely, in the case of the footwear bonding process its environmental impact is mainly related to the VOCs emissions resulting from the use of organic solvents in the most common adhesives used, as well as during the application of some surface treatments such as halogenation. Moreover, the use of raw materials of fossil origin also contributes to its carbon footprint. The aim of this work is to deploy cleaner technologies to minimise the environmental footprint of the footwear bonding process through several approaches at different steps of the process life cycle, also to contribute to footwear circularity. This work focuses on the synthesis and application of reactive hot melt polyurethanes from CO2-based polyols as biobased adhesives, and the study of plasma-based surface treatments (low-pressure plasma and atmospheric pressure plasma) to improve adhesion properties, using styrene-butadiene vulcanised (SBR) rubber as a representative footwear soling material. The influence of CO2-based polyols on the polyurethane structure and the physicochemical effects of the plasma treatments on the rubber surface, as well as the final adhesion properties have been evaluated by means of different experimental techniques. The results showed that the values obtained for the T-peel strength of the adhesive joints studied, with the combination of the application of the plasma surface treatments and the biobased reactive hotmelt, exceed the minimum quality requirements for footwear according to the standardised tests. As a result, the deployment of such cleaner technologies regarding adhesives and surface treatments in the footwear bonding process will contribute to improving footwear carbon footprint and its circularity. © IMechE 2022."
258,"City-scale assessment of the material and environmental footprint of buildings using an advanced building information model: A case study from Canberra, Australia",Article,Soonsawad N.; Marcos-Martinez R.; Schandl H.,Journal of Industrial Ecology,28.0,2024,247,261,10.1111/jiec.13456,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182814795&doi=10.1111%2fjiec.13456&partnerID=40&md5=fd3a78d91b09f03b521725a3fa26f6a4,10881980,Scopus,building information model; building material footprint; circular economy; embodied GHG emissions; industrial ecology; material flow analysis,"As cities grow, demand for urban materials is set to rise. Meeting sustainability targets will require transformative changes to how cities are constructed. Yet, accurate information on embodied building materials and their environmental impacts at the city scale is still lacking. We use Light Detection and Ranging data, building archetype information, and statistical models to estimate the embodied materials in buildings in Canberra, Australia, and their energy, carbon, and water footprint. In 2015, 57 million tonnes (Mt) of materials were embodied in 140,805 buildings. By weight, concrete was the most used material (44%), followed by sand and stone (32%), and ceramics (11%). Current population growth and building construction trends indicate a need for 2.4 times the building materials stock of 2015 by 2060. Producing such materials would require 1.6 thousand TJ of energy and 793 thousand megaliters of water and emit 48 Mt of CO2e—an environmental footprint 1.6 times the one in 2015. If the additional population were to live only in new single houses, material demand would be 4% higher than under current trends and the environmental footprint 5% higher. Housing new residents in low-rise apartments would reduce from current trends the material demand by 5% and the environmental footprint by 12%. Using only apartments of four or more stories would reduce material demand by 28% and the environmental footprint by 14%. This research can inform circular economy efforts to improve building materials management by helping estimate the implications of alternative configurations of the urban built environment. © 2024 The Authors. Journal of Industrial Ecology published by Wiley Periodicals LLC on behalf of International Society for Industrial Ecology."
259,Integrated computational approaches for energy retrofit of historical buildings in extreme climate environments,Article,Stellacci S.; Domingos L.; Resende R.,International Journal of Building Pathology and Adaptation,42.0,2024,114,132,10.1108/IJBPA-03-2022-0044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139937328&doi=10.1108%2fIJBPA-03-2022-0044&partnerID=40&md5=b614759704b84069e253f006a035291e,23984708,Scopus,Building energy retrofit; Climate change adaption; Historic built environment; Integrated computational tools; Parametric modelling tools,"Purpose: The purpose of this research is to test the effectiveness of integrating Grasshopper 3D and measuring attractiveness by a categorical based evaluation technique (M-MACBETH) for building energy simulation analysis within a virtual environment. Set of energy retrofitting solutions is evaluated against performance-based criteria (energy consumption, weight and carbon footprint), and considering the preservation of the cultural value of the building, its architectural and spatial configuration. Design/methodology/approach: This research addresses the building energy performance analysis before and after the design of retrofitting solutions in extreme climate environments (2030–2100). The proposed model integrates data obtained from an advanced parametric tool (Grasshopper) and a multi-criteria decision analysis (M-MACBETH) to score different energy retrofitting solutions against energy consumption, weight, carbon footprint and impact on architectural configuration. The proposed model is tested for predicting the performance of a traditional timber-framed dwelling in a historic parish in Lisbon. The performance of distinct solutions is compared in digitally simulated climate conditions (design scenarios) considering different criteria weights. Findings: This study shows the importance of conducting building energy simulation linking physical and digital environments and then, identifying a set of evaluation criteria in the analysed context. Architects, environmental engineers and urban planners should use computational environment in the development design phase to identify design solutions and compare their expected impact on the building configuration and performance-based behaviour. Research limitations/implications: The unavailability of local weather data (EnergyPlus Weather File (EPW) file), the high time-resource effort, and the number/type of the energy retrofit measures tested in this research limit the scope of this study. In energy simulation procedures, the baseline generally covers a period of thirty, ten or five years. In this research, due to the fact that weather data is unavailable in the format required in the simulation process (.EPW file), the input data in the baseline is the average climatic data from EnergyPlus (2022). Additionally, this workflow is time-consuming due to the low interoperability of the software. Grasshopper requires a high-skilled analyst to obtain accurate results. To calculate the values for the energy consumption, i.e. the values of energy per day of simulation, all the values given per hour are manually summed. The values of weight are obtained by calculating the amount of material required (whose dimensions are provided by Grasshopper), while the amount of carbon footprint is calculated per kg of material. Then this set of data is introduced into M-MACBETH. Another relevant limitation is related to the techniques proposed for retrofitting this case study, all based on wood-fibre boards. Practical implications: The proposed method for energy simulation and climate change adaptation can be applied to other historic buildings considering different evaluation criteria and context-based priorities. Social implications: Context-based adaptation measures of the built environment are necessary for the coming years due to the projected extreme temperature changes following the 2015 Paris Agreement and the 2030 Agenda. Built environments include historical sites that represent irreplaceable cultural legacies and factors of the community's identity to be preserved over time. Originality/value: This study shows the importance of conducting building energy simulation using physical and digital environments. Computational environment should be used during the development design phase by architects, engineers and urban planners to rank design solutions against a set of performance criteria and compare the expected impact on the building configuration and performance-based behaviour. This study integrates Grasshopper 3D and M-MACBETH. © 2022, Emerald Publishing Limited."
260,Formulation improvement of a concentrated enzyme detergent for high-speed rail trains through life cycle assessment methodology,Article,Yang C.; Gong Y.; Qu Y.; Li J.; Yang B.; Li R.; Zhang D.S.; Wang B.; Ding Y.; Zhang B.,"Environment, Development and Sustainability",26.0,2024,9871,9894,10.1007/s10668-023-03122-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150415402&doi=10.1007%2fs10668-023-03122-2&partnerID=40&md5=6a61bf91c396251dc2d5a657f77e50c5,1387585X,Scopus,Carbon footprint; Concentrated compound enzyme detergent; Enzyme stabilizer; Formulation; Life cycle assessment,"High-speed rail has been operating in more than 25 countries (mainly in Asia, Europe and North America), and has become an important part of global economic development. However, the cleaning and maintenance of high-speed rail is a comprehensive task, which may easily cause environmental pollution. This study aims to analyze and improve the sustainability of the formulation and production process of a concentrated complex enzyme detergent used as the maintenance agent for high-speed trains via the life cycle assessment (LCA) method. The eFootprint software system with built-in China, European and Swiss Ecoinvent databases was used to establish the LCA model with the system boundary being from cradle to gate. The LCA model showed that the production of 1 kg of concentrated detergent generates the global warming potential of 2.53 kg CO2 eq, and other environmental emissions including acidification potential of 0.01 kg SO2 eq, eutrophication potential of 3.76E-03 kg PO43−eq, inhalable inorganic matter of 3.17E-03 kg PM2.5 eq, ozone depletion potential of 5.3E-06 kg CFC-11 eq, photochemical ozone formation potential of 3.44E-03 kg NMVOC eq, primary energy demand of 3.17 MJ, abiotic depletion potential of 4.97E-6 kg antimony eq, and water use of 0.84 kg. LCA results are not strongly dependent to the assumptions of the research, and the uncertainties of LCA results are between 8 and 16%, which is mainly due to the regional differences in technology sources, the year of technical data collection, and the representativeness of technology collection companies. Carbon footprint analysis showed that the production processes of enzyme stabilizer (glycerol) and surfactants contributed the most, while changes in power consumption during production and transportation distance of raw materials had limited effect on total carbon emissions. Therefore, the formulation of the concentrated complex enzymatic detergent was improved based on the LCA results. The new formulations with less enzyme stabilizer showed similar detergency to the original formulation. The new formulations could reduce carbon emissions by 5,500–9,200 tons per year and save between $4.4 and $7.4 million in annual production of 10,000 tons. © The Author(s), under exclusive licence to Springer Nature B.V. 2023."
261,Sustainable Blue Foods from Rice-Animal Coculture Systems,Article,Wang R.; Feng L.; Xu Q.; Jiang L.; Liu Y.; Xia L.; Zhu Y.-G.; Liu B.; Zhuang M.; Yang Y.,Environmental Science and Technology,58.0,2024,5310,5324,10.1021/acs.est.3c07660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187652887&doi=10.1021%2facs.est.3c07660&partnerID=40&md5=7f4282fdbd1b7067ed07014069800e6e,0013936X,Scopus,carbon footprint; diet change; land footprint; rice-crayfish; rice-fish,"Global interest grows in blue foods as part of sustainable diets, but little is known about the potential and environmental performance of blue foods from rice-animal coculture systems. Here, we compiled a large experimental database and conducted a comprehensive life cycle assessment to estimate the impacts of scaling up rice-fish and rice-crayfish systems in China. We find that a large amount of protein can be produced from the coculture systems, equivalent to ∼20% of freshwater aquaculture and ∼70% of marine wild capture projected in 2030. Because of the ecological benefits created by the symbiotic relationships, cocultured fish and crayfish are estimated to be carbon-negative (−9.8 and −4.7 kg of CO2e per 100 g of protein, respectively). When promoted at scale to displace red meat, they can save up to ∼98 million tons of greenhouse gases and up to ∼13 million hectares of farmland, equivalent to ∼44% of China’s total rice acreage. These results suggest that rice-animal coculture systems can be an important source of blue foods and contribute to a sustainable dietary shift, while reducing the environmental footprints of rice production. To harvest these benefits, robust policy supports are required to guide the sustainable development of coculture systems and promote healthy and sustainable dietary change. © 2024 American Chemical Society."
262,Emergy Analysis and Life Cycle Assessment for Evaluating the Sustainability of Solar-Integrated Ecotechnologies in Winery Wastewater Treatment,Article,Praveen K.; Abinandan S.; Venkateswarlu K.; Megharaj M.,ACS Sustainable Chemistry and Engineering,12.0,2024,4676,4689,10.1021/acssuschemeng.3c08530,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186379315&doi=10.1021%2facssuschemeng.3c08530&partnerID=40&md5=ff55337be09e78b623ea2a20d1026857,21680485,Scopus,ecotechnologies; Emergy analysis; environmental sustainability indices; life cycle assessment; resource efficiency; sustainable wastewater treatment,"Innovative approaches in sustainable wastewater management are vital in addressing climate change. This study introduces a novel assessment of solar-integrated ecotechnologies, focusing on the constructed wetland (CW) and microalgae-based systems, viz., high-rate algal pond (HRAP) and photobioreactor (PBR), for the treatment of winery wastewater. Utilizing Emergy analysis and life cycle assessment (LCA), we comprehensively compared these technologies in terms of environmental impact, resource recovery efficiency, and circular economy integration. Our Emergy analysis of the HRAP revealed a substantial reliance on renewable inputs (94%) and its lower nonrenewable resource consumption compared to the CW system. The Emergy sustainability index initially indicated a preference for the CW system (42.93 sej year-1; sej = solar emjoule), but deeper analysis showed greater sustainability in the HRAP (341 sej year-1) and PBR (118 sej year-1). LCA results further revealed that PBR systems had a significant land-use footprint, impacting other environmental indices such as photochemical ozone formation and freshwater eutrophication. Additionally, the HRAP and PBR demonstrated a marked reduction in greenhouse gas emissions (−24800 and −23700 kg of CO2-eq, respectively) compared to the CW system (320 kg of CO2-eq). Life cycle cost analysis underscored the economic viability of these systems, with Scenario 3 (PBR) emerging as the most economically sustainable, exhibiting the highest internal rate of return (IRR) at 21.11% and a positive net present value after 20 years. Conversely, Scenario 1 (CW system), with its significant initial investment of AU$741220, showed no IRR due to the absence of revenue generation. Importantly, our study introduces circularity index scores as a novel element, revealing that the HRAP and PBR effectively incorporate circularity measures across various impact categories. These measures had moderate impacts, as indicated by scores close to but not exceeding 0.10, whereas the CW system showed no significant improvement, highlighting the need for more robust circularity strategies. Overall, our integrated framework provides a holistic view of the environmental impact and economic aspects, emphasizing the potential of solar-integrated microalgal systems in promoting circular (bio)economy practices and sustainable environmental management in the viticulture sector. © 2024 American Chemical Society."
263,Forest Height and Aboveground Biomass Mapping by synergistic use of GEDI and Sentinel Data using Random Forest Algorithm in the Indian Himalayan Region,Article,Bhandari K.; Srinet R.; Nandy S.,Journal of the Indian Society of Remote Sensing,52.0,2024,857,869,10.1007/s12524-023-01792-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180673373&doi=10.1007%2fs12524-023-01792-z&partnerID=40&md5=31f888a1cd3cc54db7743bcffab843cd,0255660X,Scopus,C-band synthetic aperture radar; Forest biophysical parameters; Machine learning; Spaceborne LiDAR; Uncertainty analysis,"Forests play a vital role in the global climate and carbon budget regulation. The present study aims to map the forest canopy height and aboveground biomass (AGB) by integrating Global Ecosystem Dynamics Investigation (GEDI) and Sentinel data using Random Forest (RF), a machine learning algorithm in a part of the Pauri Garhwal district of Uttarakhand, India. The vegetation types/land uses of the study area were mapped using Sentinel-2 data with an overall accuracy of 91% using the RF algorithm. GEDI was integrated with 16 texture and 2 backscatter variables derived from Sentinel-1 SAR data to map the height of the forest canopy. A combination of LiDAR and SAR variables was found to be efficient in predicting forest canopy height. The forest canopy height map was validated using field-measured canopy height values from outside the LiDAR footprints with an R2 of 0.81, an RMSE of 1.61 m, and a %RMSE of 8.20. The modelled canopy height was further used with Sentinel-2 data to estimate forest AGB in the study area. The forest AGB was mapped by integrating field-measured AGB with Sentinel-2 data-derived spectral and texture variables and modelled forest canopy height derived from GEDI and Sentinel-1 data, using the RF model. The combination of spectral, texture, and height variables was able to predict the spatial distribution of AGB with an R2 = 0.88, RMSE = 22.05 Mg ha−1, and %RMSE = 15.11%. The study highlighted that a synergistic approach involving multi-sensor data can effectively predict the forest canopy height and AGB. It also highlighted the utility of machine learning algorithm in mapping forest biophysical parameters. The study presented an effective approach for forest canopy height and AGB mapping using multi-sensor earth observation data. © Indian Society of Remote Sensing 2023."
264,Geomechanics of hydrogen storage in a depleted gas field,Article,Tenthorey E.; Hsiao W.M.; Puspitasari R.; Giddins M.A.; Pallikathekathil Z.J.; Dandekar R.; Suriyanto O.; Feitz A.J.,International Journal of Hydrogen Energy,60.0,2024,636,649,10.1016/j.ijhydene.2024.02.189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185714604&doi=10.1016%2fj.ijhydene.2024.02.189&partnerID=40&md5=fafe8fc9099ffb1eb63868058212af1c,03603199,Scopus,Depleted gas field; Geomechanics; Hydrogen storage; Reservoir simulation; Thermal effects,"We perform a simulation study of hydrogen injection in a depleted gas reservoir, to assess the geomechanical impact of hydrogen storage, relative to other commonly injected gases (methane, CO2). A key finding is that the differences in hydrogen density, compressibility, viscosity and thermal properties, compared to the other gases, result in significantly less thermal perturbation at reservoir level. The risks of fault reactivation and wellbore fractures due to thermally-induced stress changes are significantly lower when storing hydrogen compared to results observed in CO2 scenarios. This implies that hydrogen injection and production has a much smaller geomechanical footprint, with benefits for operational safety. We also find that use of nitrogen cushion gas ensures efficient deliverability and phase separation in the reservoir. However, in this study, a large fraction of cushion gas was back-produced in each cycle, demonstrating the need for further studies of the surface processing requirements and economic implications. © 2024"
265,Solar Self-Driven Electrocatalytic Reduction of N2 Directly to CO2-Free Generation of Ammonia on a Coupled Ce-Mediated Cu/Porous Carbon Electrode,Article,Li N.; Li C.; Qiao Z.; Wang M.; Zhu L.; Gu D.; Yuan D.; Wu H.; Wang B.; Wang X.,ACS Sustainable Chemistry and Engineering,12.0,2024,4476,4485,10.1021/acssuschemeng.3c07455,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187196362&doi=10.1021%2facssuschemeng.3c07455&partnerID=40&md5=c086997f9dccd5f047ede2f215e1da2c,21680485,Scopus,ammonia synthesis; electrochemical nitrogen reduction; nitrogen fixation; solar energy; solar-to-ammonia conversion,"Reduction of nitrogen to ammonia under mild conditions is recognized as one key step in the NH3-economy. The Haber-Bosch process, the typical ammonia production technique, is energy-intensive and high carbon-emitting. Intense efforts have been devoted to searching for sustainable options for decarbonized ammonia generation. Wherein, the electrocatalytic nitrogen fixation route driven by renewable energy is extremely anticipated. Herein, the integrated concept for ammonia production powered by direct solar energy is outlined and proposed. Responding to the limited yield rate and reasonable Faraday efficiency in ammonia synthesis, non-precious Cu-electrocatalysts with porous carbon as substrates are fabricated and Ce is introduced as a modulator which could facilitate electron conduction and nitrogen trapping. By optimizing the proportion of metal sources, strongly synergistic metallic effect of Ce and Cu is structured, further enhancing nitrogen reduction performance of electrocatalysts and inhibiting hydrogen evolution reaction. A satisfactory NH3 yield rate of 30.60 ± 3.04 μg h-1 mgcat-1 is achieved at −0.3 V vs reversible hydrogen electrode (RHE) in 0.1 M KOH and the corresponding FE is about 8.20 ± 0.22%. The solar self-driven NH3 generation system presents a total yield of 104 μg mgcat-1 and a solar-to-ammonia efficiency of 1% at ∼1.2 V in daylight. This work offers a rational energy-utilizing strategy for the preparation of high-grade NH3 chemical via solar system employing non-precious metal catalysts in zero-carbon emission footprint. © 2024 American Chemical Society."
266,Unlocking the Potential of Wood Residues for Producing Screen-Printed Electrochemical Sensors,Article,Duan W.; González A.; Gich M.; Fernández-Sánchez C.,ACS Sustainable Chemistry and Engineering,12.0,2024,4386,4397,10.1021/acssuschemeng.3c06775,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186088847&doi=10.1021%2facssuschemeng.3c06775&partnerID=40&md5=2e6e1608b409914eeb1ec8791a2d692d,21680485,Scopus,carbon material; electrochemical device; heavy-metal detection; screen-printing; wood wastes,"Biomass residues from forestry and wood manufacturing contain a high percentage of carbohydrates that can be upcycled to manufacture carbon-based materials of high added value in the context of the circular bioeconomy. This work reports the upscaling of pine, chestnut, and oak wood residues into functional conductive carbon materials applied to the manufacturing of electrochemical sensors. Studies carried out by thermogravimetry, Raman spectroscopy, nitrogen adsorption, and electrochemical measurements revealed a clear correlation between the biomass structure and the electrochemical performance of the resulting carbon material structure. The electrochemical response of the produced carbons appeared to be negatively affected by the wood hemicellulose content but positively correlated with the content of cellulose and lignin. Of the three tested wood wastes, chestnut-derived carbon exhibits the best electrochemical performance, being thus selected as the feedstock to fabricate screen-printed electrochemical devices. Batches of 120 screen-printed devices were prepared from 20 mL of carbon ink obtained from 60 g of chestnut wood wastes. The analytical performance of the fabricated devices was thoroughly assessed in solutions containing representative redox species. Then, devices were applied to the detection of heavy metals by well-known anodic stripping voltammetric detection schemes based on the electrodeposition of Bi or Sb onto the electrode surface. Some real water samples were analyzed in the lab, and the values obtained with the screen-printed device sensors are in good agreement with the reference values, within the error limits. These results demonstrate the potential of applying wood residue-derived carbon materials for the manufacturing of electrochemical sensor devices, looking at reducing the carbon footprint of these widespread analytical tools. © 2024 The Authors. Published by American Chemical Society."
267,Case Studies of Practices and Lessons Learned When Using Reclaimed Asphalt Shingles in Asphalt Mixtures,Article,Hand A.J.T.; Aschenbrener T.,Transportation Research Record,2678.0,2024,719,731,10.1177/03611981231186601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166940794&doi=10.1177%2f03611981231186601&partnerID=40&md5=b6052039f1241f868ac636ebecc9d390,03611981,Scopus,reclaimed asphalt pavements; recycled asphalt shingles; recycling,"The use of reclaimed asphalt shingles (RAS) in asphalt mixtures dates back to the 1990s. RAS contains four to six times more asphalt binder than reclaimed asphalt pavement (RAP), so it is very attractive from a virgin asphalt binder replacement cost-savings perspective, as well as from a sustainability perspective, since over 50% of the carbon footprint of asphalt mixtures comes from asphalt binder production. Using RAS in asphalt mixtures also prevents it from being landfilled. However, asphalt binder in RAS is significantly stiffer than paving-grade asphalt binder, which can lead to stiff asphalt mixtures with poor cracking resistance. Materials, mixture design, and processing and handling developments have helped improve the success of RAS asphalt mixture use. The performance history of RAS mixtures over the past 20 years has shown that with proper engineering and construction it is comparable to virgin asphalt mixtures. In the current study, observations from field visits to six agencies that regularly use RAS in asphalt mixtures were summarized, identifying positive practices and lessons learned. Different agencies had diverse goals when using RAS; those with rigorous specifications and policies obtained good performance from the mixture, especially when closely monitoring it over time. Field performance reviews of in-service pavements up to 9 years old encompassing RAS or RAS and RAP revealed that with appropriate policy, mixture design, and quality control, good performance was achieved. Limiting RAS dosage, ensuring adequate virgin binder in the mixtures and a sufficiently soft blended binder, along with RAS processing and handling, led to positive performance. © National Academy of Sciences: Transportation Research Board 2023."
268,Wheat straw biochar as an additive in swine manure Composting: An in-depth analysis of mixed material particle characteristics and interface interactions,Article,He X.; Peng Z.; Zhu Y.; Chen Y.; Huang Y.; Xiong J.; Fang C.; Du S.; Wang L.; Zhou L.; Huang G.; Han L.,Waste Management,176.0,2024,41,51,10.1016/j.wasman.2024.01.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184837432&doi=10.1016%2fj.wasman.2024.01.017&partnerID=40&md5=9b83a5ab39c793484f47af4b6fba0d3c,0956053X,Scopus,Biochar; Composting; FTIRM; Microscale characterization; Particle-size distribution,"In recent research, biochar has been proven to reduce the greenhouse gases and promote organic matter during the composting. However, gas degradation may be related to the microstructure of compost. To investigate the mechanism of biochar additive, composting was performed using swine manure, wheat straw and biochar and representative solid compost samples were analyzed to characterize the mixed biochar and compost particles. We focused on the microscale, such as the particle size distributions, surface morphologies, aerobic layer thicknesses and the functional groups. The biochar and compost particle agglomerations gradually became weaker and the predominant particle size in the experiment group was < 200 μm. The aerobic layer thickness (Lp) was determined by infrared spectroscopy using the wavenumbers 2856 and 1568 cm−1, which was 0–50 μm increased as composting proceeded in both groups. The biochar increased Lp and facilitated oxygen penetrating the compost particle cores. Besides, in the biochar-swine manure particle interface, the aliphatic compound in the organic components degraded and the content of aromaticity increased with the composting process, which was indicated by the absorption intensity at 2856 cm−1 decreasing trend and the absorption intensity at 1568 cm−1 increasing trend. In summary, biochar performed well in the microscale of compost pile. © 2024 Elsevier Ltd"
